ID SERVIÇO;PROCESSO;SEI;TIPO;ANALISTA;ORGAO RESPONSAVEL;ANALISE;ANO;VIA;UF;DATA FINALIZACAO;DESCRICAO SERVICO;QUANTITATIVO INICIAL;UNIDADE INICIAL;PRECO UNITARIO INICIAL;MES BASE INICIAL;ANO BASE INICIAL;PRECO TOTAL INICIAL;QUANTITATIVO FINAL;UNIDADE FINAL;PREÇO UNITARIO FINAL;MES BASE FINAL;ANO BASE FINAL;PRECO TOTAL FINAL;MODALIDADE;TIPO DE INDICE;INDICE INICIAL;INDICE FINAL;INDICE ATUAL;ECONOMIA ATUAL;PESO POR UF;VARIACAO FINAL X INICIAL ATUAL;VARIACAO PONDERADA ATUAL
825;50618.000279/2020-01 - LOTE 4;5561746;PE;Gabriel Assunção;FGV;AT n. 09/2020;2020;BR-343;PI;06/05/2020;Barreira de segurança simples - AC/BC (Muro de Arrimo).;285,23;m;R$ 603,53;Novembro;2016;R$ 221.554,42;285,23;m;R$ 656,82;Novembro;2016;R$ 241.117,05;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 19.562,63;0,87%;8,83%;0,08%
826;50618.000279/2020-01 - LOTE 4;5561746;PE;Gabriel Assunção;FGV;AT n. 09/2020;2020;BR-343;PI;06/05/2020;Barreira de segurança simples - AC/BC (Viga de Coroamento).;694;m;R$ 506,56;Novembro;2016;R$ 452.456,37;694;m;R$ 551,39;Novembro;2016;R$ 492.498,26;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 40.041,89;1,78%;8,85%;0,16%
827;50618.000279/2020-01 - LOTE 4;5561746;PE;Gabriel Assunção;FGV;AT n. 09/2020;2020;BR-343;PI;06/05/2020;Barreira de segurança dupla - AC/BC.  ;420;m;R$ 566,47;Novembro;2016;R$ 306.205,19;420;m;R$ 620,60;Novembro;2016;R$ 335.465,15;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 29.259,96;1,21%;9,56%;0,12%
828;50606.001161/2020-21;5625008;RPFO;Gabriel Assunção;FGV;AT n. 14/2020;2020;BR-154;MG;14/05/2020;Remanejamento de postes de rede de distribuição rural.;1;und;R$ 218.966,97;Novembro;2012;R$ 365.557,20;1;und;R$ 238.781,03;Novembro;2012;R$ 398.636,03;RODOVIÁRIO;IGP-DI;499,989;499,989;834,713;R$ 33.078,83;0,99%;9,05%;0,09%
829;50603.000576/2020-16;5631578;EVTEA;Pedro Henrique;FGV;AT n. 08/2020;2020;BR-116;CE;15/05/2020;Execução de guarda corpo com montante de concreto e tubo galvanizado ? 63,5 mm;267,8;m²;R$ 654,39;Janeiro;2019;R$ 209.593,06;267,8;m²;R$ 318,53;Janeiro;2019;R$ 102.021,24;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 107.571,82;100,00%;-51,32%;-51,32%
830;50600.002045/2020-80;5634505;PRAD;Leonardo Bezerra;FGV;AT n. 15/2020;2020;EF-025;BA;15/05/2020;Mulching (leito de traçado).;62783,8;m²;R$ 2,13;Janeiro;2019;R$ 144.690,40;62783,8;m²;R$ 0,99;Janeiro;2019;R$ 67.250,47;FERROVIÁRIO;SUPERESTRUTURA DE VIA PERMANENTE (com fornecimento de material);310,322;310,322;335,757;-R$ 77.439,93;0,55%;-53,52%;-0,30%
831;50600.002045/2020-80;5634505;PRAD;Leonardo Bezerra;FGV;AT n. 15/2020;2020;EF-025;BA;15/05/2020;Aterro com solo extraida das bacias de contenção - espalhamento natural;799,7;m³;R$ 20,20;Janeiro;2019;R$ 17.477,97;799,7;m³;R$ 20,16;Janeiro;2019;R$ 17.443,36;FERROVIÁRIO;SUPERESTRUTURA DE VIA PERMANENTE (com fornecimento de material);310,322;310,322;335,757;-R$ 34,61;0,14%;-0,20%;0,00%
832;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Base de solo – brita – areia (50% - 40% - 10%). ;1319,29;m³;R$ 366,21;Maio;2018;R$ 595.956,66;1319,29;m³;R$ 324,30;Julho;2019;R$ 490.504,40;RODOVIÁRIO;IGP-DI;676,695;728,084;834,713;-R$ 105.452,26;1,16%;-17,69%;-0,20%
833;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Fornecimento e implantação de placa de regulamentação D= 1,00 m película tipo III.;4;und;R$ 371,32;Maio;2018;R$ 1.832,11;4;und;R$ 364,37;Julho;2019;R$ 1.670,93;RODOVIÁRIO;IGP-DI;676,695;728,084;834,713;-R$ 161,18;0,00%;-8,80%;0,00%
834;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Fornecimento e implantação de marco quilométrico 0,60 x 1,00 película tipo III.;2;und;R$ 298,12;Maio;2018;R$ 735,47;2;und;R$ 289,39;Julho;2019;R$ 663,54;RODOVIÁRIO;IGP-DI;676,695;728,084;834,713;-R$ 71,93;0,00%;-9,78%;0,00%
835;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Confecção e instalação de delineadores fixados em defensa.;1,51;m²;R$ 372,56;Maio;2018;R$ 72.150,62;157;und;R$ 14,03;Julho;2019;R$ 2.525,30;RODOVIÁRIO;IGP-DI;676,695;728,084;834,713;-R$ 69.625,32;0,01%;-96,50%;-0,01%
836;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Estaca escavada D= 100 cm em terra.;92;m;R$ 374,64;Maio;2018;R$ 33.374,58;72,22;m³;R$ 1.518,90;Julho;2019;R$ 125.759,95;RODOVIÁRIO;IGP-DI;676,695;728,084;834,713;R$ 92.385,37;0,30%;276,81%;0,82%
837;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Fornecimento, transporte e montagem de estrutura metálica SAC-350.;607599,02;kg;R$ 14,79;Maio;2018;R$ 11.084.840,50;607599,02;kg;R$ 17,50;Julho;2019;R$ 12.190.199,23;RODOVIÁRIO;IGP-DI;676,695;728,084;834,713;R$ 1.105.358,72;28,77%;9,97%;2,87%
838;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Plantio de mudas de capim sândalo.;39900;und;R$ 12,63;Maio;2018;R$ 24.864,54;1596;m²;R$ 23,18;Julho;2019;R$ 42.413,29;RODOVIÁRIO;IGP-DI;676,695;728,084;834,713;R$ 17.548,75;0,10%;70,58%;0,07%
839;50601.000415/2016-58;5681642;PE;Gabriel Assunção;FGV;AT n. 14/2019;2019;BR-230;AM;22/05/2020;Gradeamento de solo.;12396;m²;R$ 0,09;Julho;2019;R$ 1.279,03;12396;m²;R$ 0,09;Julho;2019;R$ 1.279,03;RODOVIÁRIO;IGP-DI;728,084;728,084;834,713; R$-   ;0,00%;0,00%;0,00%
840;50616.000638/2020-32;5758035;PE;Gleydson Viegas;DNIT;AT n. 08/2020;2020;BR-282;SC;02/06/2020;Bueiro Metálico sem Interrupção de tráfego com D=2,20 m - Chapa com epóxi - Escavado em material de 1ª categoria - aterro rodoviário máximo = 4,9m;18;m;R$ 9.174,52;Novembro;2016;R$ 212.540,75;18;m;R$ 8.402,18;Abril;2019;R$ 175.166,14;RODOVIÁRIO;IGP-DI;648,561;720,695;834,713;-R$ 37.374,61;0,06%;-17,58%;-0,01%
841;50610.002222/2020-17;5782663;RPFO;Rodrigo Lima;DNIT;AT n. 10/2020;2020;BR-116;RS;05/06/2020;Aterro com material de 3 categoria utilizando material produzido;6000;t;R$ 7,58;Janeiro;2018;R$ 57.961,22;6000;t;R$ 7,58;Janeiro;2018;R$ 57.961,22;RODOVIÁRIO;IGP-DI;654,968;654,968;834,713; R$-   ;0,12%;0,00%;0,00%
842;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Amostragem sedimento em suspensão por integração na vertical e igual incremento de largura em seção transversal de rio, com distância entre margens maior que 16 km e menor que 20 km e profundidade média entre 10 e 14 m.;0,216;km²;R$ 12.098,65;julho;2019;R$ 2.740,96;0,216;km²;R$ 12.098,65;Julho;2019;R$ 2.740,96;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341; R$-   ;0,03%;0,00%;0,00%
843;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Amostragem sedimento em suspensão por integração na vertical e igual incremento de largura em seção transversal de rio, com distância entre margens menor que 4 km e profundidade média entre 10 e 14 m.;0,024;km²;R$ 25.484,38;julho;2019;R$ 641,50;0,024;km²;R$ 25.484,38;Julho;2019;R$ 641,50;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341; R$-   ;0,01%;0,00%;0,00%
844;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Amostragem sedimento de leito método indireto em seção transversal de rio, com distância entre margens maior que 16 km e menor que 20 km e profundidade média entre 10 e 14 m.;0,216;km²;R$ 5.663,20;julho;2019;R$ 1.283,00;0,216;km²;R$ 5.663,20;Julho;2019;R$ 1.283,00;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341; R$-   ;0,01%;0,00%;0,00%
845;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Amostragem sedimentos de leito – método indireto em seção transversal de rio, com distância entre margens menor que 4 km e profundidade média entre 10 e 14 m.;0,024;km²;R$ 16.217,33;julho;2019;R$ 408,23;0,024;km²;R$ 16.217,33;Julho;2019;R$ 408,23;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341; R$-   ;0,00%;0,00%;0,00%
846;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Levantamento batimétrico multifeixe para quantificação da mobilidade do leito.;200;km;R$ 109,43;julho;2019;R$ 22.955,43;200;km;R$ 109,43;Julho;2019;R$ 22.955,43;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341; R$-   ;0,22%;0,00%;0,00%
847;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Fornecimento e instalação de Estação Fluviométrica Telemétrica.;2;und;R$ 32.315,00;julho;2019;R$ 67.787,05;2;und;R$ 31.198,71;Julho;2019;R$ 65.445,42;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341;-R$ 2.341,64;0,61%;-3,45%;-0,02%
848;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Instalação de RRNNs com execução de levantamento geodésico relativo estático.;39;und;R$ 692,06;julho;2019;R$ 28.308,77;39;und;R$ 771,95;Julho;2019;R$ 31.576,67;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341;R$ 3.267,91;0,30%;11,54%;0,03%
849;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Levantamento do perfil de linha d’água – metodologia RTK.;280;km;R$ 64,39;julho;2019;R$ 18.909,89;280;km;R$ 64,39;Julho;2019;R$ 18.909,89;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341; R$-   ;0,18%;0,00%;0,00%
850;50600.003692/2020-17;5996406;PMH;Fábio Gobara;DNIT;AT n. 12/2020;2020;Hidrovia Rio Tapajos;PA;07/07/2020;Operação e manutenção de estação fluviométrica telemétrica. ;2;mês;R$ 3.641,67;julho;2019;R$ 7.639,12;2;mês;R$ 3.515,87;Julho;2019;R$ 7.375,23;HIDROVIÁRIO;CONSULTORIA;471,318;471,318;494,341;-R$ 263,89;0,07%;-3,45%;0,00%
851;50600.007967/2020-83;6040844;PMH;Fábio Gobara;DNIT;AT n. 11/2020;2020;Hidrovia Rio Madeira;RO;14/07/2020;Levantamento batimétrico multifeixe para quantificação de mobilidade do leito.;21000;km;R$ 103,62;Outubro;2019;R$ 2.279.663,94;21000;km;R$ 106,72;Outubro;2019;R$ 2.347.864,65;HIDROVIÁRIO;CONSULTORIA;471,866;471,866;494,341;R$ 68.200,72;62,22%;2,99%;1,86%
852;50600.007967/2020-83;6040844;PMH;Fábio Gobara;DNIT;AT n. 11/2020;2020;Hidrovia Rio Madeira;RO;14/07/2020;Levantamento do perfil de linha d'água metodologia RTK.;5680;km;R$ 61,09;Outubro;2019;R$ 363.518,41;5680;km;R$ 62,86;Outubro;2019;R$ 374.050,86;HIDROVIÁRIO;CONSULTORIA;471,866;471,866;494,341;R$ 10.532,45;9,91%;2,90%;0,29%
853;50600.007967/2020-83;6040844;PMH;Fábio Gobara;DNIT;AT n. 11/2020;2020;Hidrovia Rio Madeira;RO;14/07/2020;Fornecimento e Instalação de RRNNs com execução de Levantamento Geodésico Relativo Estático.;79;und;R$ 757,54;Outubro;2019;R$ 62.696,11;79;und;R$ 787,08;Outubro;2019;R$ 65.140,92;HIDROVIÁRIO;CONSULTORIA;471,866;471,866;494,341;R$ 2.444,81;1,73%;3,90%;0,07%
854;50600.007967/2020-83;6040844;PMH;Fábio Gobara;DNIT;AT n. 11/2020;2020;Hidrovia Rio Madeira;RO;14/07/2020;Fornecimento e Instalação de Estação Fluviométrica Telemétrica.;4;und;R$ 31.238,97;Outubro;2019;R$ 130.907,53;4;und;R$ 31.238,98;Outubro;2019;R$ 130.907,58;HIDROVIÁRIO;CONSULTORIA;471,866;471,866;494,341;R$ 0,04;3,47%;0,00%;0,00%
855;50600.007967/2020-83;6040844;PMH;Fábio Gobara;DNIT;AT n. 11/2020;2020;Hidrovia Rio Madeira;RO;14/07/2020;Operação e Manutenção de Estação Fluviométrica Telemétrica.;232;und;R$ 3.520,40;Outubro;2019;R$ 855.633,82;232;und;R$ 3.520,40;Outubro;2019;R$ 855.633,82;HIDROVIÁRIO;CONSULTORIA;471,866;471,866;494,341; R$-   ;22,67%;0,00%;0,00%
856;50600.017062/2020-11;6078994;DRAG;Fábio Gobara;DNIT;AT n. 12/2020;2020;Porto de Recife;PE;20/07/2020;Escavação e Movimentação de Material de 1ª Categoria com Embarcação multi-propósito dotada de Nivelador de Fundo com largura igual a 12 m – comprimento de atuação de até 20 m.;0;m³;R$ 6,93;Outubro;2019; R$-   ;0;m³;R$ 6,93;Outubro;2019; R$-   ;HIDROVIÁRIO;DRAGAGEM ;898,285;898,285;1207,274; R$-   ;0,00%;0,00%;0,00%
857;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 1ª categoria – DMT de 3.000 a 5.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;2233999,83;m³;R$ 15,93;Maio;2018;R$ 43.897.836,98;2233999,83;m³;R$ 15,80;Maio;2018;R$ 43.539.599,76;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 358.237,21;32,36%;-0,82%;-0,26%
858;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 1ª categoria – DMT de 5.000 a 7.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;1763975,3;m³;R$ 19,44;Maio;2018;R$ 42.299.279,51;1763975,3;m³;R$ 19,81;Maio;2018;R$ 43.104.358,39;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 805.078,88;32,03%;1,90%;0,61%
859;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 1ª categoria – DMT de 7.000 a 9.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;616867,84;m³;R$ 22,95;Maio;2018;R$ 17.463.007,03;616867,84;m³;R$ 23,81;Maio;2018;R$ 18.117.394,22;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 654.387,19;13,46%;3,75%;0,50%
860;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 1ª categoria – DMT de 9.000 a 11.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;229673,69;m³;R$ 26,45;Maio;2018;R$ 7.493.438,27;229673,69;m³;R$ 27,81;Maio;2018;R$ 7.878.734,15;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 385.295,88;5,86%;5,14%;0,30%
861;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 1ª categoria – DMT de 11.000 a 13.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;87947,67;m³;R$ 29,97;Maio;2018;R$ 3.251.286,88;87947,67;m³;R$ 31,82;Maio;2018;R$ 3.451.983,60;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 200.696,72;2,57%;6,17%;0,16%
862;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 1ª categoria – DMT de 13.000 a 15.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;125,4;m³;R$ 33,47;Maio;2018;R$ 5.177,23;125,4;m³;R$ 35,82;Maio;2018;R$ 5.540,73;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 363,50;0,00%;7,02%;0,00%
863;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 1ª categoria – DMT de 15.000 a 17.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;11619,58;m³;R$ 36,98;Maio;2018;R$ 530.031,34;11619,58;m³;R$ 39,82;Maio;2018;R$ 570.736,83;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 40.705,49;0,42%;7,68%;0,03%
864;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 2ª categoria – DMT de 3.000 a 5.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;311732,16;m³;R$ 18,28;Maio;2018;R$ 7.029.137,03;311732,16;m³;R$ 18,32;Maio;2018;R$ 7.044.518,08;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 15.381,04;5,24%;0,22%;0,01%
865;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 2ª categoria – DMT de 5.000 a 7.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;123630,06;m³;R$ 21,79;Maio;2018;R$ 3.322.963,11;123630,06;m³;R$ 22,77;Maio;2018;R$ 3.472.412,58;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 149.449,47;2,58%;4,50%;0,12%
866;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 2ª categoria – DMT de 7.000 a 9.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;104282,88;m³;R$ 25,30;Maio;2018;R$ 3.254.451,08;104282,88;m³;R$ 27,22;Maio;2018;R$ 3.501.429,18;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 246.978,11;2,60%;7,59%;0,20%
867;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escavação, carga e transporte de material de 2ª categoria – DMT de 11.000 a 13.000 m – caminho de serviço em leito natural – com escavadeira e caminhão basculante de 14 m3.;20736;m³;R$ 32,32;Maio;2018;R$ 826.685,93;20736;m³;R$ 36,12;Maio;2018;R$ 923.882,91;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;R$ 97.196,98;0,69%;11,76%;0,08%
868;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Fornecimento e implantação de suporte para marco quilométrico. ;55;und;R$ 388,68;Maio;2018;R$ 26.369,33;55;und;R$ 255,11;Maio;2018;R$ 17.307,50;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 9.061,83;0,01%;-34,37%;0,00%
869;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Confecção e instalação de delineadores fixados em defensa. ;1,8;und;R$ 371,91;Maio;2018;R$ 825,76;1,8;und;R$ 15,60;Maio;2018;R$ 34,64;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 791,12;0,00%;-95,81%;0,00%
870;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escoramento em viga metálica HP 310 x 93.;61928,7;kg;R$ 13,19;Maio;2018;R$ 1.007.583,32;766,22;m²;R$ 190,23;Maio;2018;R$ 179.794,62;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 827.788,69;0,13%;-82,16%;-0,11%
871;50600.016232/2019-15;6102434;PB;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-364;SP;22/07/2020;Escoramento em treliça metálica.  ;8640;m/mês;R$ 1.221,60;Maio;2018;R$ 13.019.280,27;8640;m/mês;R$ 244,36;Maio;2018;R$ 2.604.282,36;RODOVIÁRIO;IGP-DI;676,695;676,695;834,713;-R$ 10.414.997,91;1,94%;-80,00%;-1,55%
872;50600.032394/2019-92 ;6210759;PE;Fábio Gobara;DNIT;AT n. 21/2020;2020;BR-365;MG;05/08/2020;Estrutura metálica em aço ASTM A572, fornecimento e instalação. ;15498,54;kg;R$ 13,71;Janeiro;2020;R$ 235.912,82;15498,54;kg;R$ 13,71;Janeiro;2020;R$ 235.912,82;RODOVIÁRIO;IGP-DI;751,82;751,82;834,713; R$-   ;0,59%;0,00%;0,00%
873;50600.032394/2019-92 ;6210759;PE;Fábio Gobara;DNIT;AT n. 21/2020;2020;BR-365;MG;05/08/2020;Telha forma metálica galvanizada ASTM A65 – grau 40 – E= 0,95 mm, H= 75 mm (Steeldeck). ;68,19;m²;R$ 156,03;Janeiro;2020;R$ 11.813,47;68,19;m²;R$ 156,03;Janeiro;2020;R$ 11.813,47;RODOVIÁRIO;IGP-DI;751,82;751,82;834,713; R$-   ;0,03%;0,00%;0,00%
874;50600.032394/2019-92 ;6210759;PE;Fábio Gobara;DNIT;AT n. 21/2020;2020;BR-365;MG;05/08/2020;Guarda corpo metálico. ;733,5;m²;R$ 1.005,18;Janeiro;2020;R$ 818.591,55;733,5;m²;R$ 790,27;Janeiro;2020;R$ 643.574,63;RODOVIÁRIO;IGP-DI;751,82;751,82;834,713;-R$ 175.016,92;1,60%;-21,38%;-0,34%
875;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela a 80 m ao Sul da Av. Cel. Frederico Linck – km 238,97 – Lado Direito.;1;cj;R$ 14.707,50;Janeiro;2014;R$ 23.024,40;1;cj;R$ 14.707,50;Janeiro;2014;R$ 23.024,40;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,05%;0,00%;0,00%
876;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela a 80 m ao Sul da Av. Cel. Frederico Linck – km 238,97 – Canteiro Central.;1;cj;R$ 17.488,45;Janeiro;2014;R$ 27.377,94;1;cj;R$ 17.488,45;Janeiro;2014;R$ 27.377,94;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,06%;0,00%;0,00%
877;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua DNER/UL São Leopoldo/Scharlau – km 243,01 – Lado Direito.;1;cj;R$ 13.067,84;Janeiro;2014;R$ 20.457,53;1;cj;R$ 13.067,84;Janeiro;2014;R$ 20.457,53;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,04%;0,00%;0,00%
878;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua DNER/UL São Leopoldo/Scharlau – km 243,01 – Lado Esquerdo.;1;cj;R$ 36.192,04;Janeiro;2014;R$ 56.658,17;1;cj;R$ 36.192,04;Janeiro;2014;R$ 56.658,17;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,12%;0,00%;0,00%
879;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua São Simão/Rua Maceió – km 244,50 – Lado Direito.;1;cj;R$ 74.908,15;Janeiro;2014;R$ 117.267,74;1;cj;R$ 74.908,15;Janeiro;2014;R$ 117.267,74;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,25%;0,00%;0,00%
880;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua São Simão/Rua Maceió – km 244,50 – Lado Esquerdo.;1;cj;R$ 81.606,60;Janeiro;2014;R$ 127.754,08;1;cj;R$ 81.606,60;Janeiro;2014;R$ 127.754,08;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,27%;0,00%;0,00%
881;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua Demétrio Ribeiro/Rua Jacob Blauth Netto – km 245,17 – Lado Direito.;1;cj;R$ 64.917,40;Janeiro;2014;R$ 101.627,35;1;cj;R$ 64.917,40;Janeiro;2014;R$ 101.627,35;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,22%;0,00%;0,00%
882;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua Demétrio Ribeiro/Rua Jacob Blauth Netto – km 245,17 – Canteiro Central.;1;cj;R$ 17.488,85;Janeiro;2014;R$ 27.378,57;1;cj;R$ 17.488,85;Janeiro;2014;R$ 27.378,57;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,06%;0,00%;0,00%
